title	maxNodes	timesteps	depthCategory	sizeVarianceCategory	sizeChangeCategory	dataChangeCategory
wb-DT.AMT.PBND.CD	37	48	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.AMT.PNGB.CD	19	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.AXF.DPPG.CD	52	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.AXR.DPPG.CD	40	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.AXR.OFFT.CD	38	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.AXR.PRVT.CD	35	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.COM.MIBR.CD	46	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.COM.MIDA.CD	60	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.COM.PRVT.CD	79	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.CUR.EURO.ZS	121	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DFR.DPPG.CD	56	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DIS.DIMF.CD	65	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DIS.IDAG.CD	57	48	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DIS.PBND.CD	42	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DIS.PCBK.CD	67	48	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DIS.PNGB.CD	29	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DIS.PROP.CD	80	48	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DOD.DECT.CD.CG	123	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DOD.DIMF.CD	124	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DOD.DSTC.IR.ZS	108	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DOD.DSTC.XP.ZS	110	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DOD.DSTC.ZS	119	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DOD.MDRI.CD	72	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DOD.PNGB.CD	38	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DOD.RSDL.CD	121	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DSB.DPPG.CD	9	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DSF.DPPG.CD	34	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.DXR.DPPG.CD	13	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.INT.DECT.EX.ZS	115	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.INT.DIMF.CD	123	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.INT.DSTC.CD	112	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.INT.PNGB.CD	34	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.IXA.DPPG.CD.CG	101	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.IXF.DPPG.CD	42	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.IXR.DPPG.CD	41	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.IXR.OFFT.CD	38	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.IXR.PRVT.CD	33	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.NFL.BOND.CD	56	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.NFL.DSTC.CD	113	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.NFL.IFAD.CD	109	38	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.NFL.IMFC.CD	58	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.NFL.IMFN.CD	66	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.NFL.MOTH.CD	119	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.NFL.NIFC.CD	95	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.NFL.PBND.CD	53	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.NFL.PNGB.CD	31	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.NFL.UNCR.CD	108	48	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.NTR.PNGB.CD	36	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.ODA.ODAT.MP.ZS	132	54	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.TDS.DECT.EX.ZS	117	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.TDS.DIMF.CD	124	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.TDS.DPPF.XP.ZS	117	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.TDS.DPPG.XP.ZS	116	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.TDS.PNGB.CD	34	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-DT.TXR.DPPG.CD	51	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-EN.ATM.NOXE.EG.KT.CE	195	40	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-FB.AST.NPER.ZS	126	18	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-FR.INR.DPST	138	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-FR.INR.LEND	142	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-FR.INR.LNDP	132	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-FR.INR.RINR	142	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-GC.AST.TOTL.CN	129	46	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-GC.AST.TOTL.GD.ZS	129	46	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-GC.DOD.TOTL.CN	63	31	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-GC.TAX.EXPT.CN	45	46	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-GC.TAX.EXPT.ZS	45	46	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-GC.TAX.OTHR.RV.ZS	126	46	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-GC.XPN.OTHR.CN	121	31	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-GC.XPN.OTHR.ZS	121	29	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-GC.XPN.TRFT.ZS	138	46	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-IT.NET.USER.ZS	205	45	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-MS.MIL.MPRT.KD	119	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NE.CON.PRVT.CN	181	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NE.CON.PRVT.KD.ZG	164	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NE.CON.PRVT.PC.KD.ZG	163	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NE.GDI.FTOT.KD.ZG	159	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NE.GDI.STKB.CD	151	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NE.GDI.STKB.CN	151	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NE.GDI.STKB.KN	110	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NE.GDI.TOTL.KD.ZG	161	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NE.GDI.TOTL.KN	162	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NV.AGR.TOTL.KD.ZG	183	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NV.FSM.TOTL.CN	46	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NV.IND.MANF.KD.ZG	176	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NV.IND.TOTL.KD.ZG	184	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NV.IND.TOTL.KN	184	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NV.SRV.TOTL.KD.ZG	183	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.DNGY.CD	121	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.DNGY.GN.ZS	119	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.DRES.GN.ZS	162	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.NNAT.GN.ZS	162	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.NNTY.KD.ZG	150	46	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.NNTY.PC.KD.ZG	150	46	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.ADJ.SVNX.GN.ZS	151	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.GDP.COAL.RT.ZS	68	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.GDP.DISC.KN	95	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.GDP.PETR.RT.ZS	102	47	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.GNP.MKTP.KD.ZG	157	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.GNP.PCAP.KD.ZG	157	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.GSR.NFCY.KN	29	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.TAX.NIND.KN	165	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.TRF.NCTR.KN	118	54	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-NY.TTF.GNFS.KN	163	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-PX.REX.REER	94	54	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-SE.SEC.ENRL.UP.TC.ZS	89	33	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-SE.XPD.TERT.PC.ZS	92	40	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-SH.XPD.EHEX.CH.ZS	144	16	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-SH.XPD.EHEX.PC.CD	144	16	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-SH.XPD.EHEX.PP.CD	144	16	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-SM.POP.TOTL.ZS	212	12	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-TM.TAX.MANF.IP.ZS	148	29	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-TM.TAX.MANF.SR.ZS	101	29	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-TM.TAX.MRCH.SR.ZS	116	29	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-TM.TAX.MRCH.WM.AR.ZS	159	29	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-TM.TAX.TCOM.SR.ZS	100	29	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-TM.TAX.TCOM.WM.AR.ZS	159	29	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-TM.TAX.TCOM.WM.FN.ZS	159	29	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-TM.VAL.MRCH.R1.ZS	204	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-TX.VAL.INSF.ZS.WT	169	58	2 or 3 levels	High variance	Spiky size change	Spiky data change
wb-TX.VAL.MRCH.WR.ZS	140	57	2 or 3 levels	High variance	Spiky size change	Spiky data change
gh-awesome-machine-learning-m	1	51	2 or 3 levels	Low variance	Low size change	Low data change
gh-es6-cheatsheet-m	1	13	2 or 3 levels	Low variance	Low size change	Low data change
wb-AG.LND.AGRI.ZS	210	55	2 or 3 levels	Low variance	Low size change	Low data change
wb-AG.LND.FRST.ZS	206	26	2 or 3 levels	Low variance	Low size change	Low data change
wb-AG.PRD.LVSK.XD	201	56	2 or 3 levels	Low variance	Low size change	Low data change
wb-EG.CFT.ACCS.ZS	189	17	2 or 3 levels	Low variance	Low size change	Low data change
wb-EG.ELC.ACCS.RU.ZS	201	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-EG.ELC.ACCS.UR.ZS	215	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-EG.ELC.ACCS.ZS	215	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-EG.FEC.RNEW.ZS	202	26	2 or 3 levels	Low variance	Low size change	Low data change
wb-EN.ATM.CO2E.LF.ZS	205	55	2 or 3 levels	Low variance	Low size change	Low data change
wb-EN.ATM.METH.AG.ZS	197	39	2 or 3 levels	Low variance	Low size change	Low data change
wb-EN.ATM.NOXE.AG.ZS	197	39	2 or 3 levels	Low variance	Low size change	Low data change
wb-EN.ATM.PM25.MC.T3.ZS	171	11	2 or 3 levels	Low variance	Low size change	Low data change
wb-EN.ATM.PM25.MC.ZS	188	11	2 or 3 levels	Low variance	Low size change	Low data change
wb-EN.URB.LCTY.UR.ZS	151	58	2 or 3 levels	Low variance	Low size change	Low data change
wb-EN.URB.MCTY.TL.ZS	115	58	2 or 3 levels	Low variance	Low size change	Low data change
wb-IC.BUS.DISC.XQ	184	13	2 or 3 levels	Low variance	Low size change	Low data change
wb-IC.EXP.DOCS	182	10	2 or 3 levels	Low variance	Low size change	Low data change
wb-IC.IMP.DOCS	182	10	2 or 3 levels	Low variance	Low size change	Low data change
wb-IC.ISV.DURS	166	15	2 or 3 levels	Low variance	Low size change	Low data change
wb-IC.LGL.DURS	189	15	2 or 3 levels	Low variance	Low size change	Low data change
wb-IC.PRP.PROC	185	14	2 or 3 levels	Low variance	Low size change	Low data change
wb-IC.TAX.DURS	188	13	2 or 3 levels	Low variance	Low size change	Low data change
wb-IC.TAX.LABR.CP.ZS	175	13	2 or 3 levels	Low variance	Low size change	Low data change
wb-IC.WRH.PROC	185	13	2 or 3 levels	Low variance	Low size change	Low data change
wb-IQ.WEF.CUST.XQ	147	11	2 or 3 levels	Low variance	Low size change	Low data change
wb-IQ.WEF.PORT.XQ	147	11	2 or 3 levels	Low variance	Low size change	Low data change
wb-NE.CON.TOTL.ZS	177	58	2 or 3 levels	Low variance	Low size change	Low data change
wb-NE.DAB.TOTL.ZS	177	58	2 or 3 levels	Low variance	Low size change	Low data change
wb-SE.PRE.DURS	208	48	2 or 3 levels	Low variance	Low size change	Low data change
wb-SE.PRM.AGES	208	48	2 or 3 levels	Low variance	Low size change	Low data change
wb-SE.PRM.DURS	208	48	2 or 3 levels	Low variance	Low size change	Low data change
wb-SE.SEC.AGES	208	48	2 or 3 levels	Low variance	Low size change	Low data change
wb-SE.SEC.DURS	205	48	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.ANM.ALLW.ZS	188	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.ANM.CHLD.ZS	188	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.ANM.NPRG.ZS	188	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.DYN.AIDS.FE.ZS	131	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.DYN.MORT	193	57	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.DYN.NMRT	193	57	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.H2O.BASW.RU.ZS	172	16	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.H2O.BASW.UR.ZS	179	16	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.H2O.BASW.ZS	215	16	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.H2O.SMDW.ZS	93	16	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.PRG.ANEM	188	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.PRV.SMOK	146	9	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.PRV.SMOK.FE	146	9	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.PRV.SMOK.MA	144	9	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.STA.BASS.RU.ZS	171	16	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.STA.BASS.UR.ZS	177	16	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.STA.BASS.ZS	212	16	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.STA.SMSS.UR.ZS	68	16	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.STA.SMSS.ZS	82	16	2 or 3 levels	Low variance	Low size change	Low data change
wb-SH.TBS.DTEC.ZS	205	17	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.AGR.EMPL.FE.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.AGR.EMPL.MA.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.AGR.EMPL.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.1524.SP.FE.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.1524.SP.MA.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.1524.SP.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.SELF.FE.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.SELF.MA.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.SELF.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.TOTL.SP.FE.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.TOTL.SP.MA.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.TOTL.SP.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.VULN.FE.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.VULN.MA.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.VULN.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.WORK.FE.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.WORK.MA.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.EMP.WORK.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.IND.EMPL.MA.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.IND.EMPL.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.SRV.EMPL.FE.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.SRV.EMPL.MA.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.SRV.EMPL.ZS	187	27	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.TLF.ACTI.1524.FE.ZS	187	28	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.TLF.ACTI.1524.MA.ZS	187	28	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.TLF.ACTI.1524.ZS	187	28	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.TLF.ACTI.FE.ZS	187	28	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.TLF.ACTI.MA.ZS	187	28	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.TLF.ACTI.ZS	187	28	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.TLF.CACT.FE.ZS	187	28	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.TLF.CACT.FM.ZS	187	28	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.TLF.CACT.MA.ZS	187	28	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.TLF.CACT.ZS	187	28	2 or 3 levels	Low variance	Low size change	Low data change
wb-SL.TLF.TOTL.FE.ZS	187	28	2 or 3 levels	Low variance	Low size change	Low data change
wb-SN.ITK.DEFC.ZS	172	16	2 or 3 levels	Low variance	Low size change	Low data change
wb-SN.ITK.DFCT	116	25	2 or 3 levels	Low variance	Low size change	Low data change
wb-SP.ADO.TFRT	194	57	2 or 3 levels	Low variance	Low size change	Low data change
wb-SP.DYN.AMRT.FE	198	57	2 or 3 levels	Low variance	Low size change	Low data change
wb-SP.DYN.AMRT.MA	198	57	2 or 3 levels	Low variance	Low size change	Low data change
wb-SP.DYN.CBRT.IN	207	57	2 or 3 levels	Low variance	Low size change	Low data change
